#{"t_start": 1774279009.95746, "env_id": "None"}
r,l,t
-5.338325,150,2190.226072
10.162721,36,2191.162091
-5.940058,150,2195.076955
-3.909797,150,2198.89372
-8.509162,150,2202.704354
9.206946,79,2204.645767
-4.971463,150,2208.463855
8.865178,85,2210.769199
10.968834,30,2211.577648
7.767515,80,2213.627638
-5.416806,150,2217.7541
-4.19723,150,2221.405706
-6.281225,150,2225.271132
-5.067512,150,2229.059995
8.457354,86,2233.800259
-4.889291,150,2237.591947
-3.399648,150,2241.553977
6.658908,140,2245.304492
6.834542,103,2248.014545
6.200394,115,2250.715386
6.965512,85,2252.929003
9.964795,53,2254.297034
8.473129,66,2255.936642
-5.889178,150,2259.734668
-9.586371,150,2263.48957
-3.651292,150,2267.47096
9.25947,36,2268.29366
8.143676,112,2271.18883
-5.310199,150,2274.917196
-5.029502,150,2278.871823
-3.916591,150,2282.795924
-4.510404,150,2289.420836
-6.595544,150,2293.508551
-7.204609,150,2297.318341
4.337537,136,2300.625918
-3.060301,150,2304.530942
6.281144,115,2307.411939
-5.359349,150,2311.041681
-7.448492,150,2314.873939
10.006268,54,2316.258596
9.343624,41,2317.351391
-4.250113,150,2321.13802
-6.118312,150,2324.922155
-3.980116,150,2329.005543
9.426572,66,2330.720561
6.489161,95,2333.152838
7.007337,114,2336.217568
-5.692796,150,2340.043303
7.436493,71,2344.453117
7.527891,99,2346.984316
-6.354212,150,2351.169564
8.723241,141,2354.899449
-5.75782,150,2359.103947
-3.319584,150,2362.550734
-4.610123,150,2366.447335
9.496759,79,2368.520946
7.77041,109,2371.38615
9.099309,110,2374.139267
-4.205946,150,2377.810395
5.507022,122,2381.023728
5.716798,108,2383.738133
-4.213884,150,2387.656074
9.133883,60,2389.117248
-6.995716,150,2392.692586
6.934904,85,2394.928899
-4.8472,150,2401.013674
9.371759,70,2402.902109
9.450981,41,2403.826197
-3.306757,150,2407.896452
7.198712,95,2410.232319
9.895006,22,2410.84354
11.471572,116,2413.726517
-3.153397,150,2417.614378
-4.997753,150,2421.251405
-4.024859,150,2424.829036
-2.676304,150,2428.48746
-2.933953,150,2432.185462
8.84383,52,2433.758513
-2.923961,150,2437.687596
9.66829,66,2439.354997
5.698774,122,2442.416217
-4.167015,150,2446.35143
-3.952973,150,2452.360678
6.640443,113,2454.979155
7.785593,140,2458.447492
-5.48212,150,2462.18722
-8.006674,150,2466.149898
6.167909,135,2469.549182
-4.159028,150,2473.223075
7.435881,118,2476.071818
-5.59802,150,2479.908108
5.358937,137,2483.344386
8.824582,96,2485.587372
8.558266,129,2488.939152
9.132061,64,2490.359964
-5.407758,150,2493.990891
-4.247867,150,2497.616162
-3.852284,150,2500.943294
9.984488,108,2505.964934
-4.067241,150,2509.959754
-5.664721,150,2513.506685
6.678406,93,2515.64995
-7.221471,150,2519.296238
-5.441217,150,2522.843835
8.529277,81,2524.954224
5.750887,116,2528.01971
-5.965514,150,2531.619859
-5.218057,150,2535.294471
-4.473712,150,2538.888453
4.499399,133,2542.132245
9.761515,38,2542.985096
-3.750635,150,2546.572775
-2.650314,150,2550.027193
-6.079365,150,2553.862434
-4.936031,150,2560.089013
9.105118,80,2562.160705
-4.286728,150,2566.166379
7.902327,109,2569.003597
-5.558527,150,2572.633172
-4.51556,150,2576.00575
9.628909,32,2576.891161
-9.624295,150,2580.579984
7.573025,81,2582.592372
5.280994,93,2584.961252
9.785769,78,2587.109783
-3.268786,150,2591.045732
-5.879533,150,2594.822219
7.427377,129,2598.004051
-4.346722,150,2601.818535
10.161962,47,2603.040141
10.598178,59,2604.687144
8.752947,61,2606.174665
-4.171959,150,2612.176533
-5.756454,150,2615.751447
-4.206722,150,2619.471665
-6.219377,150,2623.331811
-4.928236,150,2627.182353
9.641807,82,2629.136908
