#{"t_start": 1774195295.0941722, "env_id": "None"}
r,l,t
-5.520927,150,1274.329846
-5.569663,150,1277.396616
-4.479482,150,1280.266875
-4.06182,150,1283.44302
-4.746657,150,1286.453322
-4.841446,150,1289.450448
-5.108522,150,1292.016709
-7.661356,150,1294.929387
-5.292033,150,1298.14526
-3.87106,150,1301.095717
-5.240192,150,1304.219632
-9.783576,150,1307.521102
-5.310942,150,1313.130772
-6.782107,150,1316.261093
-4.689689,150,1319.776083
-5.168465,150,1322.895228
-5.420991,150,1326.181994
-10.39692,150,1329.035182
-7.205872,150,1331.904693
-4.364888,150,1334.957675
-8.22584,150,1338.096511
-6.338942,150,1341.222585
7.236579,148,1344.426897
8.590312,105,1346.64471
-6.579624,150,1349.760267
-5.736566,150,1353.050084
-5.544926,150,1358.60128
-4.87263,150,1361.76901
-2.554341,150,1365.188922
-6.159123,150,1368.079216
11.09814,39,1368.783611
-2.218656,150,1371.760886
-4.129675,150,1374.673729
-6.060494,150,1377.9981
-2.861069,150,1381.435954
6.785743,75,1383.109858
-6.015902,150,1386.570561
-5.332202,150,1389.919549
-6.928142,150,1393.436225
-6.348578,150,1396.719845
-5.894819,150,1400.113328
-3.316958,150,1405.482359
-6.145126,150,1408.586007
-4.227559,150,1411.699266
-5.463676,150,1414.681393
-4.442061,150,1418.144666
-5.444002,150,1421.600028
-4.530301,150,1424.946801
-3.110561,150,1427.998179
-7.787225,150,1431.336565
-2.863634,150,1434.668906
-3.992013,150,1438.036008
-7.027058,150,1441.428002
-4.619824,150,1444.517902
-4.15231,150,1447.36393
-5.596976,150,1452.279127
-6.938875,150,1455.396176
-3.746176,150,1458.886171
-4.696022,150,1462.119844
-6.513275,150,1465.30982
-7.925662,150,1468.608484
-4.406812,150,1471.749132
-5.941151,150,1475.248097
-6.353479,150,1478.808785
-3.567749,150,1482.132203
-6.899638,150,1485.318499
-4.356601,150,1488.112184
-3.153872,150,1491.094159
-5.370332,150,1496.345833
-7.005903,150,1499.782361
-6.266856,150,1503.023637
-6.579913,150,1506.602249
9.487289,53,1507.867532
-4.281709,150,1511.475865
-6.245406,150,1514.994604
